代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型,债券最新评级,债券余额
127097.SZ,三羊转债,2024/11/06,135.5000,135.5000,162.6000,135.5000,160.0000,24.5000,18.08118081180811808100,12,0.016438356164,4.96986301369863013699,0.31250000000000000000,-5.9750,88.599953599504,71.400046400496,80.58700202400072,37.530,2.6645350386357581,72.5819344524380496,87.4180655475619504,120.4405286343612300,140.8426,2.6898,-87.4180655475619504,81.92096214917699,6.0000,2023/10/26,0.3000,深交所,可转债,A+,2.098308
128090.SZ,汽模转2,2024/11/06,127.3000,127.0000,148.4310,126.9000,148.2540,20.9540,16.46032992930086410100,316,1.553424657534,1.13934426229508196721,1.21413250232708729600,-22.1854,108.05716659329,40.196833406709985,37.19959968782494,4.200,23.8095238095238095,132.6190476190476190,15.6349523809523810,11.78937163375224420500,43.5351,2.4840,-15.6349523809523810,122.73045074206381,6.0000,2019/12/27,0.3000,深交所,可转债,AA-,3.079655
404004.NQ,汇车退债,2024/11/06,23.8620,0.0000,0.0000,0.0000,27.2630,3.4010,14.25278685776548487100,63,null,1.78082191780821917808,6.60235483989289513300,null,98.232770620635,-70.96977062063499,-72.24653256978067,1.500,66.6666666666666667,null,null,null,null,null,null,0.0,6.0000,2020/08/18,0.2000,代办转让,可转债,A,28.81556
113573.SH,纵横转债,2024/11/06,140.7770,150.0000,163.9880,150.0000,157.2640,16.4870,11.71143013418385105500,204,1.397260273973,1.44383561643835616438,1.58968358937837012900,-17.0454,111.91726705256,45.34673294744,40.51808460096126,12.450,8.0321285140562249,155.5823293172690763,1.6816706827309237,1.08088797108931337500,143.0646,5.6283,-1.6816706827309237,139.01548296761263,6.0000,2020/04/17,0.5000,上交所,可转债,A+,2.27898
123018.SZ,溢利转债,2024/11/06,281.4800,280.3000,319.5000,280.1000,313.0000,31.5200,11.19795367344038652800,323,1.764383561644,0.12021857923497267760,3.19488817891373801900,-539.4859,109.65885054825,203.34114945175,185.43067744657756,7.990,12.5156445556946183,95.6195244055068836,217.3804755944931164,227.3390052356020900,65.6135,1.4288,-217.3804755944931164,87.1972703775827,6.0000,2018/12/20,0.4000,深交所,可转债,AA-,0.541222
117222.SZ,24广州数字科技EB,2024/11/06,103.0329,104.9000,116.4630,104.9000,111.0095,7.9766,7.74179897877279975600,195,0.160273972603,2.46849315068493150685,0.27024714101045406000,-1.9547,99.586015263697,11.423484736302996,11.470972812853676,14.320,6.9832402234636872,84.9860335195530726,26.0234664804469274,30.62087428101889897100,33.6848,2.4577,-26.0234664804469274,85.33932530036053,3.0000,2024/04/24,0.3000,深交所,可交换债券(私募),,30.0
128049.SZ,华源转债,2024/11/06,130.3450,130.4020,141.6560,130.4010,139.9340,9.5890,7.35663048064751237100,346,2.835616438356,0.05737704918032786885,7.14622607800820386800,-372.8237,109.83704648249,30.096953517510002,27.401459235621378,7.370,13.5685210312075984,139.4843962008141113,0.4496037991858887,0.32233268482490269600,43.5509,2.1432,-0.4496037991858887,126.99212211887946,6.0000,2018/11/26,0.5000,深交所,可转债,AA-,0.83136
127014.SZ,北方转债,2024/11/06,137.1900,137.2900,147.9550,136.5080,146.5800,9.3900,6.84452219549529849100,14,0.076712328767,0.96438356164383561644,6.82221312593805430500,-25.8773,107.78501607615,38.79498392385001,35.992928642735826,7.650,13.0718954248366013,147.5816993464052288,-1.0016993464052288,-0.67874224977856513000,11.2035,1.2714,1.0016993464052288,136.92227799283242,6.0000,2019/10/24,0.5000,深交所,可转债,AA+,4.631992
123146.SZ,中环转2,2024/11/06,109.0000,109.2100,120.6690,108.6700,116.3000,7.3000,6.69724770642201834900,185,0.506849315068,3.49589041095890410959,0.85984522785898538300,0.9438,106.2874193865,10.012580613499992,9.420287623213977,6.260,15.9744408945686901,106.7092651757188498,9.5907348242811502,8.98772455089820363400,28.5685,1.3173,-9.5907348242811502,100.39689155278562,6.0000,2022/05/06,0.3000,深交所,可转债,AA-,8.631816
123213.SZ,天源转债,2024/11/06,158.0600,158.0000,170.2790,157.7350,168.5970,10.5370,6.66645577628748576500,102,0.139726027397,4.72328767123287671233,0.29656518206136526700,-7.5632,98.043757192142,70.55324280785801,71.96097418991273,7.240,13.8121546961325967,168.2320441988950276,0.3649558011049724,0.21693596059113301900,30.4220,2.9463,-0.3649558011049724,171.58873651608536,6.0000,2023/07/28,0.3000,深交所,可转债,AA-,6.731082
