代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型,债券最新评级,债券余额
404003.NQ,鸿达退债,2024/09/27,2.9920,0.0000,0.0000,0.0000,13.7530,10.7610,359.6590909090909100,287,null,1.21857923497267759563,21.81342252599432851000,null,59.660370602884,-45.907370602884,-76.94784685206905,3.910,25.5754475703324808,null,null,null,null,null,null,0.0,6.0000,2019/12/13,0.4000,代办转让,可转债,C,1.569997
123118.SZ,惠城转债,2024/09/27,568.0000,570.0000,679.9990,568.5000,651.0000,83.0000,14.61267605633802816900,83,0.409315068493,2.77534246575342465753,0.27649769585253456200,-46.1425,103.74740602356,547.25259397644,527.4855680267943,11.290,8.8573959255978742,489.1054030115146147,161.8945969884853853,33.10014487504527345300,153.9782,8.2747,-161.8945969884853853,471.43868146490684,6.0000,2021/07/07,0.5000,深交所,可转债,A+,1.239266
127106.SZ,伟隆转债,2024/09/27,190.0000,193.3840,213.0560,192.4510,210.7930,20.7930,10.94368421052631578900,46,0.063013698630,5.87671232876712328767,0.23719952749854122300,-9.1031,78.882228581599,131.910771418401,167.22495521528924,8.600,11.6279069767441860,102.6744186046511628,108.1185813953488372,105.3023556058890100,18.8945,2.6290,-108.1185813953488372,130.16166055506477,6.0000,2024/08/13,0.5000,深交所,可转债,A,2.6971
123157.SZ,科蓝转债,2024/09/27,102.5000,103.3200,109.9800,103.0070,109.9800,7.4800,7.29756097560975609800,29,0.063561643836,3.92328767123287671233,0.72740498272413166000,2.1976,97.391137903805,12.588862096195001,12.926085850469526,16.010,6.2460961898813242,89.9437851342910681,20.0362148657089319,22.27637499999999997600,-981.3986,6.5461,-20.0362148657089319,92.35315149837368,6.0000,2022/08/30,0.3000,深交所,可转债,A+,4.944607
118026.SH,利元转债,2024/09/27,92.5640,93.9000,99.9860,93.5900,98.9230,6.3590,6.86984140702648978000,340,0.371506849315,4.07377049180327868852,0.40435490229774673200,3.6531,92.138727594719,6.784272405281001,7.363106244664319,21.000,4.7619047619047619,99.5238095238095238,-0.6008095238095238,-0.60368421052631578000,-7.4762,1.2419,0.6008095238095238,108.01517681205075,6.0000,2022/10/24,0.2000,上交所,可转债,A+,9.18915
110092.SH,三房转债,2024/09/27,59.6000,61.3000,68.5000,61.0250,63.4370,3.8370,6.43791946308724832200,266,0.363013698630,4.27595628415300546448,0.78818355218563299000,15.2713,99.826459869594,-36.389459869594006,-36.452719967361894,3.020,33.1125827814569536,52.9801324503311258,10.4568675496688742,19.73733750000000006300,-21.9626,1.0892,-10.4568675496688742,53.07223407455348,6.0000,2023/01/06,0.3000,上交所,可转债,AA-,24.99953
123172.SZ,漱玉转债,2024/09/27,89.9360,91.0000,96.3550,90.9600,95.5360,5.6000,6.22665006226650062300,288,0.393150684932,4.21584699453551912568,0.52336292078378831000,5.2521,102.84562968585,-7.309629685849998,-7.10737997149498,14.950,6.6889632107023411,72.7090301003344482,22.8269698996655518,31.39495860165593369100,91.0526,2.0617,-22.8269698996655518,70.69724821796497,6.0000,2022/12/15,0.3000,深交所,可转债,AA-,7.999447
113588.SH,润达转债,2024/09/27,132.8480,136.0000,150.5000,136.0000,140.8430,7.9950,6.01815608816090569700,103,0.507945205479,1.72054794520547945205,1.27801878687616708000,-13.1236,106.67586155322,34.16713844677999,32.028931333949615,13.000,7.6923076923076923,123.6153846153846154,17.2276153846153846,13.93646546359676414300,52.7004,2.2520,-17.2276153846153846,115.8794340308314,6.0000,2020/06/17,0.3000,上交所,可转债,AA,2.96604
118038.SH,金宏转债,2024/09/27,105.8900,109.6000,115.0000,108.5280,111.8360,5.9460,5.61526112003022004000,73,0.100000000000,4.80273972602739726027,0.44708322901391323000,1.4683,102.20296812349,9.633031876510003,9.425393463006461,26.970,3.7078235076010382,64.1453466814979607,47.6906533185020393,74.34779884393063583000,26.0449,2.7953,-47.6906533185020393,62.76270431206292,6.0000,2023/07/17,0.3000,上交所,可转债,AA-,10.15979
118046.SH,诺泰转债,2024/09/27,144.8360,145.4200,166.8800,145.4200,152.9390,8.1030,5.59460355160319257600,288,0.157260273973,5.21584699453551912568,0.13077109174245941200,-4.6271,105.43050056641,47.50849943358999,45.06143779869914,42.230,2.3679848448969927,144.3049964480227327,8.6340035519772673,5.98316327535280600500,29.4799,5.8795,-8.6340035519772673,136.87215338328582,6.0000,2023/12/15,0.2000,上交所,可转债,A+,2.1907
127081.SZ,中旗转债,2024/09/27,113.4300,114.0000,123.0000,114.0000,119.7130,6.2830,5.53909900379088424600,209,0.286301369863,4.43013698630136986301,0.41766558352058673700,-0.7031,91.817494783322,27.89550521667799,30.38147063640535,20.700,4.8309178743961353,104.8309178743961353,14.8820821256038647,14.19627188940092162200,55.4515,1.7665,-14.8820821256038647,114.17314110103331,6.0000,2023/03/03,0.3000,深交所,可转债,A+,4.732167
123220.SZ,易瑞转债,2024/09/27,98.5900,99.1000,104.0490,99.1000,104.0490,5.4590,5.53707272542854244900,41,0.044931506849,4.89041095890410958904,0.38443425693663562400,2.8788,91.706170919902,12.342829080098014,13.459104176182962,8.890,11.2485939257592801,82.5646794150731159,21.4843205849268841,26.02120027247956397200,-943.3645,3.7815,-21.4843205849268841,90.03175968080356,6.0000,2023/08/18,0.2000,深交所,可转债,A+,3.281123
