代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型,债券最新评级,债券余额
123044.SZ,红相转债,2024/11/18,207.3000,212.0000,239.4000,185.0000,233.0740,25.7740,12.43318861553304389800,252,2.071232876712,0.04098360655737704918,0.93802885343839295700,-1366.4906,102.00162231528,131.07237768472,128.50028725973036,3.700,27.0270270270270270,199.1891891891891892,33.8848108108108108,17.01137042062415196100,-52.8505,3.4746,-33.8848108108108108,195.2804128678553,6.0000,2020/03/12,0.5000,深交所,可转债,A-,0.363974
113663.SH,新化转债,2024/11/18,112.0610,127.2600,127.9200,123.0000,123.6450,11.5840,10.33722704598388377800,357,0.487671232877,4.02732240437158469945,0.40438351732783371700,-0.7557,103.90338476753,19.741615232469996,18.99997317377026,20.250,4.9382716049382716,120.2469135802469136,3.3980864197530864,2.82592402464065706700,18.8073,2.1044,-3.3980864197530864,115.72954418114807,6.0000,2022/11/28,0.3000,上交所,可转债,AA-,6.28916
123244.SZ,松原转债,2024/11/18,184.9990,185.1300,221.9990,183.7790,203.0000,18.0010,9.73032286661008978400,110,0.060273972603,5.70136986301369863014,0.09852216748768472900,-8.9329,85.586585628903,117.413414371097,137.18670222480046,28.700,3.4843205574912892,108.2229965156794425,94.7770034843205575,87.57566001287830007900,27.6283,5.7408,-94.7770034843205575,126.44854999231565,6.0000,2024/08/01,0.2000,深交所,可转债,A+,4.1
128090.SZ,汽模转2,2024/11/18,155.7000,155.7100,175.6490,150.2010,167.9900,12.2900,7.89338471419396274900,328,1.612602739726,1.10655737704918032787,1.07149235073516280700,-31.1003,108.19266619837,59.79733380163,55.269304198486324,4.200,23.8095238095238095,153.5714285714285714,14.4185714285714286,9.38883720930232560200,50.4132,2.8765,-14.4185714285714286,141.9425493127761,6.0000,2019/12/27,0.3000,深交所,可转债,AA-,1.860158
123242.SZ,赛龙转债,2024/11/18,183.0000,184.0000,199.8000,182.0800,193.5000,10.5000,5.73770491803278688500,134,0.110136986301,5.63561643835616438356,0.15503875968992248100,-8.1457,86.697412306543,106.802587693457,123.19005245026982,36.810,2.7166530834012497,91.9858734039663135,101.5141265960336865,110.3583874778499700,46.1723,1.9846,-101.5141265960336865,106.09990651015566,6.0000,2024/07/08,0.3000,深交所,可转债,A+,2.5
113686.SH,泰瑞转债,2024/11/18,154.5160,154.5000,168.7000,152.5530,162.6390,8.1230,5.25706075746201040700,140,0.115068493151,5.61917808219178082192,0.18445760242008374400,-5.3066,96.81983171248,65.81916828752001,67.98108106919585,8.290,12.0627261761158022,98.0699638118214717,64.5690361881785283,65.83976752767527667300,40.8881,1.7214,-64.5690361881785283,101.29119424939088,6.0000,2024/07/02,0.3000,上交所,可转债,AA-,3.378
404004.NQ,汇车退债,2024/11/18,30.5790,0.0000,0.0000,0.0000,31.8980,1.3190,4.31341770496092089300,75,null,1.74794520547945205479,5.64298702112985140100,null,98.550533465013,-66.65253346501301,-67.63284897760164,1.500,66.6666666666666667,null,null,null,null,null,null,0.0,6.0000,2020/08/18,0.2000,代办转让,可转债,A,28.81556
123225.SZ,翔丰转债,2024/11/18,125.7000,133.0000,137.1970,128.9000,130.1800,4.4800,3.56404136833731105800,40,0.054794520548,4.89315068493150684932,0.38408357658626517100,-1.1718,102.11916666341,28.060833336590008,27.47851774885703,27.480,3.6390101892285298,135.9898107714701601,-5.8098107714701601,-4.27223976451699222800,54.3950,2.3148,5.8098107714701601,133.16776391223357,6.0000,2023/10/10,0.3000,深交所,可转债,AA-,6.622826
127106.SZ,伟隆转债,2024/11/18,189.8080,190.0000,197.9350,182.0000,196.3840,6.5760,3.46455365421900025300,98,0.134246575342,5.73424657534246575342,0.25460322633208408000,-8.1767,77.410981983139,118.97301801686099,153.69010309515863,8.600,11.6279069767441860,109.4186046511627907,86.9653953488372093,79.47953241232731136700,17.3163,2.6609,-86.9653953488372093,141.34765100253532,6.0000,2024/08/13,0.5000,深交所,可转债,A,2.6971
110048.SH,福能转债,2024/11/18,181.8860,183.0000,193.0570,182.8010,187.7490,5.8630,3.22344765402504865700,348,1.901369863014,0.05191256830601092896,null,-807.9692,108.89168972149,78.85731027851,72.41811609334164,5.260,19.0114068441064639,189.3536121673003802,-1.6046121673003802,-0.84741566265060239500,11.2793,1.1341,1.6046121673003802,173.8917016088245,6.0000,2018/12/07,0.4000,上交所,可转债,AA+,4.4658
