代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型,债券最新评级,债券余额
123101.SZ,拓斯转债,2024/12/02,230.2600,230.0000,273.0740,227.4200,258.0220,27.7620,12.0568053500,268,1.101369863014,0.040983606557377046,0.449149339819472800,-1479.3319,100.97608184748,157.04591815252,155.52783914682988,12.800,7.81250000,259.843750000000,-1.821750000000,-0.701094407700,1248.7274,6.5457,1.821750000000,257.3319792626562,6.0000,2021/03/10,0.3000,深交所,可转债,AA,1.437455
123059.SZ,银信转债,2024/12/02,152.4000,152.3800,182.8800,150.5600,168.0880,15.6880,10.2939632500,141,0.965753424658,1.6164383561643836,1.487316167721669600,-18.8058,114.71559930232,53.37240069767999,46.52584393254405,9.250,10.81081081,165.189189189189,2.898810810811,1.754842931900,98.9251,4.4487,-2.898810810811,143.99888959639355,6.0000,2020/07/15,0.4000,深交所,可转债,AA-,1.678086
113686.SH,泰瑞转债,2024/12/02,193.0310,192.5000,213.6390,188.8150,210.3960,17.3650,8.9959643800,154,0.126575342466,5.580821917808219,0.142588262134261100,-9.6690,97.558988080588,112.83701191941199,115.66029346901763,8.290,12.06272618,110.615199034982,99.780800965018,90.205326063200,46.1186,1.9416,-99.780800965018,113.3828888667941,6.0000,2024/07/02,0.3000,上交所,可转债,AA-,3.378
113684.SH,湘泵转债,2024/12/02,159.2160,159.0570,173.7300,156.8400,170.6960,11.4800,7.2103306200,246,0.134794520548,5.328767123287671,0.117167361859680400,-6.8044,96.658815738896,74.037184261104,76.59641150694448,16.590,6.02772755,168.776371308017,1.919628691983,1.137380000000,31.9519,3.4171,-1.919628691983,174.61042742747006,6.0000,2024/04/01,0.2000,上交所,可转债,AA-,3.81402
110074.SH,精达转债,2024/12/02,186.0510,186.0000,212.8960,183.7200,198.8920,12.8410,6.9018709900,106,0.522739726027,1.7123287671232876,0.905013776320817300,-28.0106,109.79267388109,89.09932611891,81.15234192712006,3.400,29.41176471,197.647058823529,1.244941176471,0.629880952400,25.5565,2.6411,-1.244941176471,180.01844006239335,6.0000,2020/08/19,0.4000,上交所,可转债,AA,2.75551
123067.SZ,斯莱转债,2024/12/02,130.8850,130.8850,153.2590,130.4190,139.7000,8.8150,6.7349199700,77,0.527397260274,1.7917808219178082,1.789549033643521800,-9.3071,111.13785781575,28.562142184249993,25.699741515264552,9.560,10.46025105,137.970711297071,1.729288702929,1.253373768000,-405.3130,3.9125,-1.729288702929,124.1437562399357,6.0000,2020/09/17,0.4000,深交所,可转债,AA-,2.387042
118029.SH,富淼转债,2024/12/02,105.5130,110.6000,114.8800,110.2000,112.4890,6.9760,6.6115075900,354,0.386849315068,4.03551912568306,0.355590324387273400,0.4038,91.410433646854,21.078566353146,23.059256489886966,19.770,5.05816894,68.993424380374,43.495575619626,63.043074046900,53.4683,1.2240,-43.495575619626,75.47653110028592,6.0000,2022/12/15,0.2000,上交所,可转债,A+,4.49998
123213.SZ,天源转债,2024/12/02,202.6800,201.7030,216.6000,198.9550,215.2800,12.6000,6.2166962700,128,0.175342465753,4.652054794520548,0.232255667038275700,-12.4685,98.855814248118,116.424185751882,117.77171291075423,7.240,13.81215470,215.055248618785,0.224751381215,0.104508670500,39.4001,3.8158,-0.224751381215,217.54436019212616,6.0000,2023/07/28,0.3000,深交所,可转债,AA-,5.810693
117222.SZ,24广州数字科技EB,2024/12/02,110.5500,101.0000,117.0000,101.0000,117.0000,6.4500,5.8344640400,221,0.181643835616,2.3972602739726026,0.256410256410256400,-4.1487,100.4602371433,16.539762856699994,16.463989461927206,14.320,6.98324022,91.829608938547,25.170391061453,27.409885931600,36.3973,2.6556,-25.170391061453,91.40891117702422,3.0000,2024/04/24,0.3000,深交所,可交换债券(私募),,30.0
123099.SZ,普利转债,2024/12/02,103.9440,104.0000,111.6850,104.0000,109.8960,5.9520,5.7261602400,298,1.220547945205,2.1885245901639343,1.364926839921380200,4.7890,103.94935965141,5.946640348589995,5.720708976497608,11.220,8.91265597,104.188948306595,5.707051693405,5.477597947000,-40.3067,1.9258,-5.707051693405,100.23048593660262,6.0000,2021/02/09,0.4000,深交所,可转债,A,5.311283
