代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型
127014.SZ,北方转债,2023-03-13,157.3,188.76,188.76,176.6,183.2,25.9,16.46535282898919,141,0.579452054795,2.616438356164383,0.8187772925764192,-16.9956,104.44088275,78.75911725,75.41023704149035,7.8,12.82051282051282,158.8461538461538,24.35384615384615,15.3317191283293,18.6636,1.6274,-24.35384615384615,152.0919295812385,6,2019-10-24,0.5,深交所,可转债
123116.SZ,万兴转债,2023-03-13,135.75,135.891,152.8,134.871,147.5,11.75,8.655616942909761,278,0.533150684932,0.1808219178082192,0.4459716740190373,-4.6619,99.14210378,48.35789622,48.77634665420048,49.79,2.008435428800964,131.1106647921269,16.38933520787307,12.50038296568627,260.8872,10.069,-16.38933520787307,132.2451912893299,6,2021-06-09,0.4,深交所,可转债
127021.SZ,特发转2,2023-03-13,136.25,136.21,151.44,136.15,147.261,11.011,8.081467889908257,219,0.6,0.1616438356164384,0.5153462964322122,-10.7214,100.20870402,47.05229598,46.95430046736174,7.33,13.64256480218281,121.418826739427,25.84217326057299,21.28349775280899,76.9212,4.2136,-25.84217326057299,121.1659485339655,5,2020-08-07,0.3,深交所,可转债
113585.SH,寿仙转债,2023-03-13,251.856,248.0,285.649,248.0,268.435,16.579,6.58272981386189,278,0.761643835616,0.2328767123287671,null,-23.0376,99.58157524,168.85342476,169.5629179926598,21.64,4.621072088724584,260.2125693160813,8.222430683918668,3.159889895222873,63.9975,6.6575,-8.222430683918668,261.3059380602758,6,2020-06-09,0.5,上交所,可转债
128078.SZ,太极转债,2023-03-13,192.797,192.2,204.572,190.837,203.748,10.951,5.680067635907197,144,0.591780821918,0.1068493150684932,0.3670932747705253,-19.8502,100.37221424,103.37578576,102.9924332572939,22.02,4.541326067211626,203.1789282470481,0.5690717529518619,0.2800840411265087,169.0402,7.5197,-0.5690717529518619,202.4254718155634,6,2019-10-21,0.4,深交所,可转债
113660.SH,寿22转债,2023-03-13,157.69,156.99,177.777,156.861,164.844,7.154,4.536749318282706,117,0.160273972603,5.682191780821918,0.3033170755380845,-5.8484,82.09541602,82.74858398,100.7956205007121,38.08,2.626050420168067,147.8728991596639,16.97110084033614,11.47681619605754,63.9975,6.6575,-16.97110084033614,180.1232106840645,6,2022-11-17,0.5,上交所,可转债
123083.SZ,朗新转债,2023-03-13,182.576,181.597,191.999,180.6,190.6,8.024,4.394882131276838,95,0.260273972603,0.1068493150684932,0.1911771047449318,-12.9629,99.96066276,90.63933724,90.67500628484228,15.2,6.578947368421052,188.2236842105263,2.376315789473684,1.262495630898287,79.2425,4.6338,-2.376315789473684,188.2977553504632,6,2020-12-09,0.3,深交所,可转债
123077.SZ,汉得转债,2023-03-13,137.7,138.051,144.81,135.7,143.51,5.81,4.219317356572258,111,0.304109589041,0.126027397260274,0.2978170582356421,-3.8318,99.9510704,43.5589296,43.58025324359107,9.82,10.18329938900204,133.0957230142566,10.41427698574338,7.824651874521805,19.2383,3.0618,-10.41427698574338,133.1608780992671,6,2020-11-23,0.4,深交所,可转债
113566.SH,翔港转债,2023-03-13,123.231,122.808,132.055,122.808,127.818,4.587,3.722277673637315,14,0.06904109589,2.964383561643836,1.408252358822701,-1.5842,95.8913713,31.9266287,33.29457934240638,10.77,9.285051067780874,95.54317548746518,32.27482451253482,33.7803556851312,421.872,3.6837,-32.27482451253482,99.63688514637519,6,2020-02-28,0.5,上交所,可转债
127029.SZ,中钢转债,2023-03-13,150.457,170.0,171.88,155.379,155.934,5.477,3.640242727157926,360,0.394520547945,0.6356164383561644,0.2565187835879282,-6.9505,98.65454805,57.27945195,58.06062982617861,5.54,18.05054151624549,150,5.934,3.956,19.2123,1.6945,-5.934,152.0457018605743,6,2021-03-19,0.2,深交所,可转债
