代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型,债券最新评级,债券余额
117213.SZ,23新乳EB,2024/12/10,99.0050,120.2630,120.2630,120.2630,120.2630,21.2580,21.4716428500,27,0.044383561644,1.9287671232876713,0.498906563115837800,-5.8213,103.07181747572,17.19118252428001,16.67883903214342,13.870,7.20980534,104.397981254506,15.865018745494,15.196671961300,19.7310,4.2521,-15.865018745494,101.28664053013172,3.0000,2023/11/10,0.6000,深交所,可交换债券(私募),,4.950000037
117206.SZ,23绿能EB,2024/12/10,100.7333,117.8040,117.8040,117.7940,117.7990,17.0657,16.9414682100,228,0.624657534247,1.378082191780822,0.848903640947716000,-8.4132,102.13983697953,15.659163020470004,15.331102421485438,26.200,3.81679389,96.259541984733,21.539458015267,22.376439333900,30.6686,5.1036,-21.539458015267,94.24289761107072,3.0000,2023/04/25,1.0000,深交所,可交换债券(私募),,20.5
123103.SZ,震安转债,2024/12/10,151.0000,152.0000,173.0000,147.2170,168.7500,17.7500,11.7549668900,274,1.351232876712,0.04371584699453552,0.844566210045688900,-910.1317,101.22969348604,67.52030651396,66.70009973236887,8.520,11.73708920,131.455399061033,37.294600938967,28.370535714300,-38.9860,2.0772,-37.294600938967,129.8585370893781,6.0000,2021/03/12,0.5000,深交所,可转债,A+,1.078063
123035.SZ,利德转债,2024/12/10,141.1400,144.5800,165.5800,141.2290,151.6180,10.4780,7.4238344900,27,0.147945205479,0.9287671232876712,6.595522959015420300,-29.5545,108.13775620449,43.48024379550999,40.20819861777809,4.270,23.41920375,149.882903981265,1.735096018735,1.157634375000,66.9380,1.9556,-1.735096018735,138.60367483289957,6.0000,2019/11/14,0.5000,深交所,可转债,AA+,4.018112
117214.SZ,23万泽EB01,2024/12/10,107.5635,115.0000,115.0000,115.0000,115.0000,7.4365,6.9135905800,17,0.004657534247,1.9561643835616438,0.086956521739130400,0.0868,110.68178342084,4.318216579159994,3.9014700031901794,11.380,8.78734622,108.084358523726,6.915641476274,6.398373983700,33.9081,5.0778,-6.915641476274,97.65324986927799,3.0000,2023/11/23,0.1000,深交所,可交换债券(私募),,0.9450002248
404004.NQ,汇车退债,2024/12/10,43.5900,0.0000,0.0000,0.0000,46.5950,3.0050,6.8937829800,97,null,1.6876712328767123,3.863075437278678000,null,99.306566320198,-52.711566320198,-53.079638410050414,1.500,66.66666667,null,null,null,null,null,null,0.0,6.0000,2020/08/18,0.2000,代办转让,可转债,A,28.81556
123228.SZ,震裕转债,2024/12/10,136.3600,139.3600,147.6310,139.0010,144.9980,8.6380,6.3347022600,52,0.056986301370,4.86027397260274,0.275865874012055300,-3.9249,100.92520249687,44.07279750312999,43.66877292566921,54.540,1.83351669,145.122845617895,-0.124845617895,-0.086027542600,36.1242,3.3556,0.124845617895,143.7924740576029,6.0000,2023/10/20,0.2000,深交所,可转债,AA-,9.619761
113690.SH,豪24转债,2024/12/10,153.9310,157.6210,173.3000,153.6630,162.9220,8.9910,5.8409287300,49,0.026849315068,5.868493150684931,0.122758129657136500,-5.4466,95.095510703371,67.82648929662899,71.32459649772368,8.430,11.86239620,155.278766310795,7.643233689205,4.922265851800,25.5742,3.5650,-7.643233689205,163.28716798751108,6.0000,2024/10/23,0.2000,上交所,可转债,AA-,5.5
110097.SH,天润转债,2024/12/10,129.9540,133.0000,140.7320,132.3080,135.4820,5.5280,4.2538128900,48,0.039452054795,5.8712328767123285,0.221431629293928300,-2.7828,99.373835354615,36.108164645385,36.33568586392305,8.300,12.04819277,125.180722891566,10.301277108434,8.229124157800,112.0411,1.4036,-10.301277108434,125.96949936053012,6.0000,2024/10/24,0.3000,上交所,可转债,AA,9.9
123101.SZ,拓斯转债,2024/12/10,273.6000,286.8880,311.9560,276.3640,284.5000,10.9000,3.9839181300,276,1.134246575342,0.01912568306010929,0.407347665936379600,-3360.2564,101.07354589814,183.42645410186,181.47820230499653,12.800,7.81250000,287.265625000000,-2.765625000000,-0.962741365200,1423.2140,7.4604,2.765625000000,284.2144524042927,6.0000,2021/03/10,0.3000,深交所,可转债,AA,1.247942
113588.SH,润达转债,2024/12/10,166.0850,168.2000,173.0500,166.3000,172.6910,6.6060,3.9774814100,177,0.872876712329,1.5178082191780822,1.042324151229653000,-25.5559,107.47830466889,65.21269533111,60.675217693479354,13.000,7.69230769,163.153846153846,9.537153846154,5.845497406900,188.9268,3.0014,-9.537153846154,151.8016558378702,6.0000,2020/06/17,0.3000,上交所,可转债,AA,2.34662
123209.SZ,聚隆转债,2024/12/10,145.0000,148.0000,160.9900,143.1300,150.5980,5.5980,3.8606896600,138,0.189041095890,4.624657534246575,0.332009721244638000,-5.1414,91.872365661201,58.72563433879901,63.920890592240056,18.020,5.54938957,150.721420643729,-0.123420643729,-0.081886597900,39.1475,3.2690,0.123420643729,164.05522983869434,6.0000,2023/07/26,0.3000,深交所,可转债,A+,1.865145
111014.SH,李子转债,2024/12/10,107.6570,108.3200,115.9000,108.1870,111.7390,4.0820,3.7916717000,174,0.238356164384,4.526027397260274,0.447471339460707500,1.0024,105.37191118854,6.3670888114600075,6.042491532745851,18.980,5.26870390,65.964172813488,45.774827186512,69.393468051100,23.5548,3.0075,-45.774827186512,62.60128725904909,6.0000,2023/06/20,0.3000,上交所,可转债,AA,5.99952
113685.SH,升24转债,2024/12/10,122.0690,123.8000,127.4400,122.3380,126.6060,4.5370,3.7167503600,180,0.098630136986,5.50958904109589,0.157970396347724400,-1.5197,95.506448733697,31.099551266302996,32.562776313690236,12.890,7.75795190,125.135764158262,1.470235841738,1.174912585200,34.9550,2.3766,-1.470235841738,131.02336629349622,6.0000,2024/06/14,0.2000,上交所,可转债,AA-,28.0
118028.SH,会通转债,2024/12/10,124.9830,126.0830,133.1200,126.0830,129.5180,4.5350,3.6284934800,5,0.013698630137,3.989041095890411,0.772093454191695400,-2.0309,104.66451318837,24.853486811630006,23.745858127577524,9.210,10.85776330,132.790445168295,-3.272445168295,-2.464367947700,27.6265,2.9333,3.272445168295,126.87246242602339,6.0000,2022/12/06,0.3000,上交所,可转债,AA-,8.15929
127035.SZ,濮耐转债,2024/12/10,124.2020,125.8000,130.0000,125.6760,128.7060,4.5040,3.6263506200,199,1.635616438356,1.4575342465753425,2.330893664631019500,-9.3660,108.60528381649,20.100716183509988,18.508046272844425,4.250,23.52941176,117.411764705882,11.294235294118,9.619338677400,30.7669,1.5020,-11.294235294118,108.10870390456535,5.0000,2021/05/26,0.6000,深交所,可转债,AA,6.26127
123054.SZ,思特转债,2024/12/10,144.2700,146.3330,150.2000,145.1000,149.4230,5.1530,3.5717751400,184,1.260273972603,1.4986301369863013,1.673102534415719100,-14.9991,112.44279802075,36.98020197925,32.88801295430743,9.880,10.12145749,139.777327935223,9.645672064777,6.900741491700,-22.1586,3.2764,-9.645672064777,124.3097204939962,6.0000,2020/06/10,0.5000,深交所,可转债,AA-,1.669475
128127.SZ,文科转债,2024/12/10,105.7200,106.8000,110.3660,106.1440,109.4960,3.7760,3.5716988300,113,0.773972602740,1.6931506849315068,2.283188426974501400,4.3113,100.93496134592,8.561038654079994,8.481737685260478,4.460,22.42152466,92.825112107623,16.670887892377,17.959458937200,313.2011,11.5165,-16.670887892377,91.96527235939263,6.0000,2020/08/20,0.5000,深交所,可转债,A-,9.492207
113068.SH,金铜转债,2024/12/10,111.7660,113.4000,117.2410,112.2000,115.6910,3.9250,3.5118014400,136,0.149041095890,4.63013698630137,0.345748588913571500,-0.6506,102.12573890782,13.565261092180009,13.282901291342613,5.900,16.94915254,113.728813559322,1.962186440678,1.725320417300,25.8471,1.2648,-1.962186440678,111.36155760104228,6.0000,2023/07/28,0.2000,上交所,可转债,AA+,14.49833
123177.SZ,测绘转债,2024/12/10,135.8030,142.5600,143.4150,139.6460,140.5000,4.6970,3.4586864800,284,0.311232876712,4.2246575342465755,0.284697508896797200,-3.7501,95.310129658247,45.18987034175299,47.413502115452005,13.180,7.58725341,134.825493171472,5.674506828528,4.208778840700,136.2388,2.3581,-5.674506828528,141.4597731163676,6.0000,2023/03/02,0.2000,深交所,可转债,A+,1.667525
