代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型,债券最新评级,债券余额
127080.SZ,声迅转债,2024/09/19,119.8000,120.6000,143.7600,119.2570,143.7600,23.9600,20.00000000000000000000,265,0.433972602740,4.27868852459016393443,0.41736227045075125200,-4.0880,96.940699954893,46.819300045106985,48.2968454600516,28.940,3.4554250172771251,73.7733241188666206,69.9866758811333794,94.86718501170960185900,-35.4129,2.5519,-69.9866758811333794,76.1014972588332,6.0000,2022/12/30,0.3000,深交所,可转债,A+,2.796277
123244.SZ,松原转债,2024/09/19,159.0000,158.2300,183.0000,157.4400,182.8390,23.8390,14.99308176100628930800,50,0.027397260274,5.86575342465753424658,0.10938585312761500600,-7.0288,88.12994943288,94.70905056712,107.46522740178204,28.700,3.4843205574912892,93.9372822299651568,88.9017177700348432,94.63943991097922847500,24.7262,5.2834,-88.9017177700348432,106.58951109634762,6.0000,2024/08/01,0.2000,深交所,可转债,A+,4.1
113615.SH,金诚转债,2024/09/19,297.3340,301.2000,337.7540,301.2000,324.0980,26.7640,9.00132510913652660000,272,1.113698630137,2.25956284153005464481,0.46282297329819992700,-37.0907,109.80803005672,214.28996994328003,195.1496350791387,12.230,8.1766148814390842,322.1586263286999182,1.9393736713000818,0.60199340101522843700,19.8592,3.0942,-1.9393736713000818,293.3834858546254,6.0000,2020/12/23,0.4000,上交所,可转债,AA,4.96185
117222.SZ,24广州数字科技EB,2024/09/19,101.8500,110.3000,110.3000,110.3000,110.3000,8.4500,8.29651448208149239100,147,0.120821917808,2.60000000000000000000,0.27198549410698096100,-1.6001,99.998691902168,10.301308097831992,10.301442850782587,14.320,6.9832402234636872,66.2709497206703911,44.0290502793296089,66.43793466807165427600,23.6484,1.9333,-44.0290502793296089,66.27181662086683,3.0000,2024/04/24,0.3000,深交所,可交换债券(私募),,30.0
123118.SZ,惠城转债,2024/09/19,534.8000,542.0000,575.7990,531.4110,574.0000,39.2000,7.32984293193717277500,75,0.369863013699,2.79726027397260273973,0.31358885017421602800,-43.3681,104.03355975427,469.96644024573,451.7450343483421,11.290,8.8573959255978742,480.9565987599645704,93.0434012400354296,19.34548802946593002200,151.4129,8.1369,-93.0434012400354296,462.3090855450844,6.0000,2021/07/07,0.5000,深交所,可转债,A+,1.239366
123230.SZ,金钟转债,2024/09/19,92.4000,95.8000,98.6600,94.6110,97.3000,4.9000,5.30303030303030303000,316,0.345205479452,5.13934426229508196721,0.41109969167523124400,4.4887,83.826274405579,13.473725594420998,16.073391892893504,28.880,3.4626038781163435,66.3088642659279778,30.9911357340720222,46.73754569190600530900,20.5452,2.1147,-30.9911357340720222,79.1027213557219,6.0000,2023/11/09,0.4000,深交所,可转债,A,3.499487
127033.SZ,中装转2,2024/09/19,52.0000,52.0010,54.8570,52.0000,54.3000,2.3000,4.42307692307692307700,157,0.645205479452,2.57260273972602739726,2.76243093922651933700,34.8383,72.129150624469,-17.82915062446901,-24.71837040934275,5.140,19.4552529182879377,39.4941634241245136,14.8058365758754864,37.48866995073891632100,-1.6306,0.6759,-14.8058365758754864,54.75478788007045,6.0000,2021/04/16,0.3000,深交所,可转债,BB,11.588192
113683.SH,伟24转债,2024/09/19,155.7230,155.9990,168.6800,155.9990,160.9060,5.1830,3.32834584486556256900,176,0.096438356164,5.52054794520547945205,0.12429617292083576700,-6.0311,100.71914627657,60.186853723430005,59.75711267265884,18.030,5.5463117027176927,97.9478646699944537,62.9581353300055463,64.27719026047565117000,10.5787,2.5410,-62.9581353300055463,97.24850566250261,6.0000,2024/03/28,0.2000,上交所,可转债,AA,2.85
123242.SZ,赛龙转债,2024/09/19,134.5990,134.9950,142.2540,134.5400,139.0000,4.4010,3.26971225640606542400,74,0.060821917808,5.80000000000000000000,0.21582733812949640300,-2.4311,89.201105791058,49.798894208942,55.82766465428068,36.810,2.7166530834012497,76.3922847052431405,62.6077152947568595,81.95554765291607385200,46.2567,1.6721,-62.6077152947568595,85.64051311671197,6.0000,2024/07/08,0.3000,深交所,可转债,A+,2.5
110060.SH,天路转债,2024/09/19,130.5220,130.8010,139.8880,130.2950,134.7850,4.2630,3.26611605706317708900,328,1.612602739726,1.10655737704918032787,1.33546017731943465500,-15.7396,109.2141665769,25.570833423099998,23.413476680330692,4.170,23.9808153477218225,130.4556354916067146,4.3293645083932854,3.31864889705882355200,-52.0738,1.8990,-4.3293645083932854,119.44937143273458,6.0000,2019/10/25,0.4000,上交所,可转债,AA,2.54624
117205.SZ,23希望E1,2024/09/19,98.2000,107.7324,107.7324,101.0000,101.2895,3.0895,3.14613034623217922600,182,0.747945205479,1.50410958904109589041,1.48090374619284328600,6.1316,107.94143132065,-6.651931320649993,-6.162537627363691,14.450,6.9204152249134948,58.3391003460207612,42.9503996539792388,73.62197805456702267400,-15.7378,1.9118,-42.9503996539792388,54.04699533093931,3.0000,2023/03/22,1.5000,深交所,可交换债券(私募),,65.0
127096.SZ,泰坦转债,2024/09/19,119.7320,119.9300,131.3560,119.9300,123.4830,3.7510,3.13282998697090168000,331,0.452054794521,5.09836065573770491803,0.40491403674999797500,-0.3409,84.191753484955,39.291246515045,46.66875898013731,13.390,7.4682598954443615,60.1194921583271098,63.3635078416728902,105.3959465838509300,13.8946,1.3030,-63.3635078416728902,71.40781569428937,6.0000,2023/10/25,0.5000,深交所,可转债,A,2.954266
113663.SH,新化转债,2024/09/19,107.4390,109.9800,111.4900,109.2800,110.7740,3.3350,3.10408697028081050600,297,0.405479452055,4.19125683060109289617,0.45136945492624623100,1.9675,105.38942644805,5.384573551949998,5.109216107750844,31.420,3.1826861871419478,61.2985359643539147,49.4754640356460853,80.71230944963655245200,12.1437,1.6917,-49.4754640356460853,58.16383866038974,6.0000,2022/11/28,0.3000,上交所,可转债,AA-,6.49888
113686.SH,泰瑞转债,2024/09/19,136.7340,137.9960,152.2880,135.7860,140.8800,4.1460,3.03216464083549080700,80,0.065753424658,5.78356164383561643836,0.21294718909710391800,-2.7365,100.02416753686,40.85583246313999,40.84596100045938,8.290,12.0627261761158022,87.5753920386007238,53.3046079613992762,60.86710743801652885900,24.0736,1.5368,-53.3046079613992762,87.55423233722813,6.0000,2024/07/02,0.3000,上交所,可转债,AA-,3.378
123220.SZ,易瑞转债,2024/09/19,90.8000,89.9000,93.5000,89.0100,93.5000,2.7000,2.97356828193832599100,33,0.036164383562,4.91232876712328767123,0.42780748663101604300,5.1643,92.255451012517,1.2445489874830002,1.3490248801820315,8.890,11.2485939257592801,73.3408323959505062,20.1591676040494938,27.48696319018404905700,-837.9750,3.3590,-20.1591676040494938,79.49755986342724,6.0000,2023/08/18,0.2000,深交所,可转债,A+,3.281123
113598.SH,法兰转债,2024/09/19,122.3070,122.3500,126.3140,121.3220,125.9290,3.6220,2.96140041044257483200,51,0.349315068493,1.86301369863013698630,1.98524565429726274300,-3.6910,111.56041797833,14.368582021670008,12.879641616671808,7.450,13.4228187919463087,90.2013422818791946,35.7276577181208054,39.60878720238095242900,13.9758,1.6178,-35.7276577181208054,80.8542527147938,6.0000,2020/07/31,0.4000,上交所,可转债,AA-,2.75229
113565.SH,宏辉转债,2024/09/19,102.7020,103.1500,106.6460,103.0600,105.6380,2.9360,2.85875640201748748800,207,1.410958904110,1.43715846994535519126,2.36657263484730873400,5.8595,106.95421008077,-1.3162100807699915,-1.2306295187220886,5.850,17.0940170940170940,57.6068376068376068,48.0311623931623932,83.37753709198813068400,76.5950,1.7175,-48.0311623931623932,53.861215527031526,6.0000,2020/02/26,0.4000,上交所,可转债,A+,2.24667
123243.SZ,严牌转债,2024/09/19,107.6500,108.1880,111.7210,108.1000,110.6720,3.0220,2.80724570366929865300,72,0.039452054795,5.80547945205479452055,0.18071418244903860100,1.2616,87.682922987495,22.989077012504993,26.218419994716196,7.580,13.1926121372031662,86.9393139841688654,23.7326860158311346,27.29799089529590293500,23.2181,1.4193,-23.7326860158311346,99.15193406196985,6.0000,2024/07/10,0.2000,深交所,可转债,A+,4.678889
123096.SZ,思创转债,2024/09/19,104.1000,104.8000,107.2610,104.2610,106.9990,2.8990,2.78482228626320845300,238,0.973972602740,2.35245901639344262295,1.40188226058187459700,5.8561,79.590341792379,27.408658207621002,34.437166106309476,2.380,42.0168067226890756,100.4201680672268908,6.5788319327731092,6.55130543933054388700,-5.3794,9.4442,-6.5788319327731092,126.17129893622648,6.0000,2021/01/26,0.4000,深交所,可转债,BB,2.693309
111016.SH,神通转债,2024/09/19,93.4710,93.9000,96.0000,92.5800,95.9980,2.5270,2.70351231932898974000,57,0.062465753425,4.84657534246575342466,0.41667534740307089700,4.7376,102.70086568935,-6.702865689349991,-6.5265912262364445,11.520,8.6805555555555556,68.7500000000000000,27.2480000000000000,39.63345454545454545500,55.3356,2.2197,-27.2480000000000000,66.94198684552016,6.0000,2023/07/25,0.2000,上交所,可转债,AA-,5.76861
127097.SZ,三羊转债,2024/09/19,120.7900,120.9600,124.5100,120.6000,124.0210,3.2310,2.67489030548886497200,330,0.270410958904,5.10109289617486338798,0.24189451786391014400,-0.8730,91.024172278517,32.996827721483,36.25062101143733,37.530,2.6645350386357581,58.5131894484412470,65.5078105515587530,111.9539221311475400,85.6339,2.1721,-65.5078105515587530,64.28313269293106,6.0000,2023/10/26,0.3000,深交所,可转债,A+,2.098318
123103.SZ,震安转债,2024/09/19,112.8280,112.9600,115.8000,112.0000,115.7690,2.9410,2.60662246959974474400,192,0.946849315068,2.47671232876712328767,1.55482037505722602800,1.1404,105.5280961627,10.24090383730001,9.704433425493526,8.520,11.7370892018779343,96.7136150234741784,19.0553849765258216,19.70289805825242718900,-34.8585,1.4051,-19.0553849765258216,91.64726602701528,6.0000,2021/03/12,0.5000,深交所,可转债,A+,2.492652
127099.SZ,盛航转债,2024/09/19,109.5860,109.6810,112.4980,109.3830,112.4000,2.8140,2.56784625773365210900,289,0.236712328767,5.21311475409836065574,0.26690391459074733100,1.3699,102.15841477348,10.241585226520002,10.025199832269406,15.600,6.4102564102564103,93.4615384615384615,18.9384615384615385,20.26337448559670786800,12.7389,1.4524,-18.9384615384615385,91.48687229414682,6.0000,2023/12/06,0.3000,深交所,可转债,AA-,7.399927
123080.SZ,海波转债,2024/09/19,123.4000,123.4000,132.5570,122.8010,126.5500,3.1500,2.55267423014586709900,293,1.440000000000,2.20218579234972677596,1.42236270248913472900,-0.9398,111.53968630121,15.01031369879,13.457374856026618,11.500,8.6956521739130435,71.9130434782608696,54.6369565217391304,75.97642079806529616600,52.5837,1.5970,-54.6369565217391304,64.47305516357791,6.0000,2020/12/02,0.5000,深交所,可转债,A+,1.48906
118050.SH,航宇转债,2024/09/19,103.3630,103.7200,106.3330,103.4580,105.9970,2.6340,2.54830064916846453800,30,0.016438356164,5.92054794520547945205,0.18868458541279470200,2.1347,99.196479180942,6.8005208190579935,6.855607048969269,32.640,3.0637254901960784,85.4166666666666667,20.5803333333333333,24.09404878048780483000,19.9212,2.3471,-20.5803333333333333,86.10856692893314,6.0000,2024/08/21,0.2000,上交所,可转债,AA-,6.67
128132.SZ,交建转债,2024/09/19,110.3650,110.7800,114.7820,110.2410,113.1540,2.7890,2.52706927014905087700,5,0.024657534247,1.98904109589041095890,1.59075242589744949400,0.2889,108.99335932566,4.1606406743400015,3.8173341018955766,10.150,9.8522167487684729,91.0344827586206897,22.1195172413793103,24.29795454545454539300,41.5743,1.8740,-22.1195172413793103,83.52296261152921,6.0000,2020/09/15,0.4000,深交所,可转债,AA,8.483377
127084.SZ,柳工转2,2024/09/19,136.6000,136.8000,142.2260,136.1800,140.0500,3.4500,2.52562225475841874100,177,0.193972602740,4.51780821917808219178,0.28561228132809710800,-3.9348,106.59169827773,33.45830172227001,31.389219107000933,7.570,13.2100396301188904,139.8943196829590489,0.1556803170409511,0.11128423040604342100,10.6542,1.2164,-0.1556803170409511,131.2431661595797,6.0000,2023/03/27,0.2000,深交所,可转债,AAA,27.820257
127014.SZ,北方转债,2024/09/19,119.8120,119.9800,123.3390,119.6060,122.8280,3.0160,2.51727706740560211000,332,1.632328767123,1.09562841530054644809,1.46546390073924512300,-8.3405,109.31107954856,13.51692045144,12.36555389194129,7.650,13.0718954248366013,110.5882352941176471,12.2397647058823529,11.06787234042553187400,7.8619,0.9685,-12.2397647058823529,101.16836806555396,6.0000,2019/10/24,0.5000,深交所,可转债,AA+,5.299682
123208.SZ,孩王转债,2024/09/19,100.2950,100.4030,104.3330,99.8950,102.8050,2.5100,2.50261727902687073100,58,0.079452054795,4.84383561643835616438,0.48635766742862701200,2.3475,102.49905678178,0.30594321822000836,0.29848393519499405,7.120,14.0449438202247191,78.9325842696629213,23.8724157303370787,30.24405693950177943900,39.2537,1.9553,-23.8724157303370787,77.00810792601733,6.0000,2023/07/24,0.3000,深交所,可转债,AA,10.389549
113569.SH,科达转债,2024/09/19,97.2730,96.9000,99.7920,96.9000,99.6990,2.4260,2.49401169903261953500,195,1.068493150685,1.46849315068493150685,2.00603817490646847000,11.6640,105.89135561792,-6.1923556179200006,-5.847838647248433,6.360,15.7232704402515723,78.7735849056603774,20.9254150943396226,26.56399999999999993300,-4.8662,3.5703,-20.9254150943396226,74.39094952178468,6.0000,2020/03/09,0.4000,上交所,可转债,A,5.13687
123212.SZ,立中转债,2024/09/19,97.4800,97.0890,99.9000,96.4510,99.8550,2.3750,2.43639720968403775100,55,0.075342465753,4.85205479452054794521,0.50072605277652596300,3.5672,101.23076501477,-1.3757650147699962,-1.359038445051034,19.090,5.2383446830801467,72.5510738606600314,27.3039261393399686,37.63407581227436828800,11.4609,1.2952,-27.3039261393399686,71.66899692013047,6.0000,2023/07/27,0.3000,深交所,可转债,AA-,8.997678
123174.SZ,精锻转债,2024/09/19,96.0670,95.8090,98.4840,94.8470,98.3840,2.3170,2.41185839049829806300,218,0.297260273973,4.40710382513661202186,0.50821271751504309600,4.7061,104.58479240205,-6.2007924020499985,-5.928961811400464,12.820,7.8003120124804992,55.5382215288611544,42.8457784711388456,77.14647191011235969800,18.3310,0.9493,-42.8457784711388456,53.103534704508846,6.0000,2023/02/15,0.3000,深交所,可转债,AA-,9.799165
113561.SH,正裕转债,2024/09/19,137.9880,137.9880,142.5880,137.8020,141.2770,3.2890,2.38354059773313621500,264,1.585205479452,1.28142076502732240437,1.55722445974928686200,-15.4964,107.48488742724,33.79211257275999,31.438943075262525,8.500,11.7647058823529412,84.4705882352941176,56.8064117647058824,67.24993036211699173700,35.2881,1.3745,-56.8064117647058824,78.58833949328458,6.0000,2019/12/31,0.5000,上交所,可转债,A+,1.37864
110063.SH,鹰19转债,2024/09/19,77.3410,78.0000,80.4930,75.9590,79.1720,1.8310,2.36743771091659016600,282,1.539726027397,1.23224043715846994536,2.52614560703278937000,34.1248,110.07781908007,-30.905819080070003,-28.076336666507974,2.250,44.4444444444444444,62.6666666666666667,16.5053333333333333,26.33829787234042546500,27.7571,0.4776,-16.5053333333333333,56.92942246710327,6.0000,2019/12/13,0.3000,上交所,可转债,AA,18.44409
123157.SZ,科蓝转债,2024/09/19,89.5000,90.9700,91.6230,88.7600,91.5990,2.0990,2.34525139664804469300,21,0.046027397260,3.94520547945205479452,0.87337198004345025600,7.1234,97.846948675373,-6.247948675372996,-6.385430266304805,16.010,6.2460961898813242,68.7695190505933791,22.8294809494066209,33.19709264305177119100,-750.3610,5.0051,-22.8294809494066209,70.28274257049154,6.0000,2022/08/30,0.3000,深交所,可转债,A+,4.944607
113066.SH,平煤转债,2024/09/19,119.6210,119.6000,123.5720,118.6450,122.4100,2.7890,2.33153041690004263500,188,0.206027397260,4.48767123287671232877,0.32677068866922637000,-2.1906,100.989836692,21.420163308,21.210216799664174,8.080,12.3762376237623762,104.2079207920792079,18.2020792079207921,17.46707838479809978600,7.4825,0.8789,-18.2020792079207921,103.18654253288256,6.0000,2023/03/16,0.2000,上交所,可转债,AAA,14.27646
