代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型,债券最新评级,债券余额
117190.SZ,21电投E1,2024/10/29,137.0000,150.0000,150.1000,149.9069,150.0432,13.0432,9.52058394160583941600,343,0.281095890411,0.06557377049180327869,4.19879074826449982400,-446.6148,106.15166644034,43.89153355966002,41.3479458509756,5.320,18.7969924812030075,150.1879699248120301,-0.1447699248120301,-0.09639249061326660000,40.5825,2.2043,0.1447699248120301,141.4843261167469,3.0000,2021/11/18,0.3000,深交所,可交换债券(私募),,4.5359840888
113686.SH,泰瑞转债,2024/10/29,252.7660,245.0000,275.3500,245.0000,273.8580,21.0920,8.34447670968405560900,120,0.098630136986,5.67397260273972602740,0.10954582301776833200,-13.6733,96.846377726067,177.011622273933,182.77567672651205,8.290,12.0627261761158022,101.3268998793727382,172.5311001206272618,170.2717642857142900,27.8538,1.7781,-172.5311001206272618,104.62642202889512,6.0000,2024/07/02,0.3000,上交所,可转债,AA-,3.378
110095.SH,双良转债,2024/10/29,99.9940,103.9990,115.9360,103.9990,106.6890,6.6950,6.69540172410344620700,83,0.113698630137,4.77534246575342465753,0.46865187601345968200,1.5752,100.68847978956,6.000520210439987,5.959490323998474,7.200,13.8888888888888889,82.6388888888888889,24.0501111111111111,29.10265546218487393200,-4.4262,2.0522,-24.0501111111111111,82.07382717626191,6.0000,2023/08/08,0.2000,上交所,可转债,AA,25.98975
123118.SZ,惠城转债,2024/10/29,906.0000,906.0000,993.5000,906.0000,963.0000,57.0000,6.29139072847682119200,115,0.567123287671,2.68767123287671232877,0.18691588785046729000,-54.4258,103.1799292422,859.8200707578,833.3210509763932,11.290,8.8573959255978742,776.0850310008857396,186.9149689991142604,24.08434147454918968200,294.9433,13.0084,-186.9149689991142604,752.1666633237729,6.0000,2021/07/07,0.5000,深交所,可转债,A+,1.239196
113619.SH,世运转债,2024/10/29,145.5050,142.5390,160.2420,141.5000,153.2380,7.7330,5.31459400020617848200,284,1.163013698630,2.22677595628415300546,0.97886947101893786100,-12.8867,107.2573577777,45.980642222300006,42.8694526650552,17.590,5.6850483229107447,156.9641841955656623,-3.7261841955656623,-2.37390727997102498600,28.5387,3.4751,3.7261841955656623,146.34351194897724,6.0000,2021/01/20,0.3000,上交所,可转债,AA,4.23251
128131.SZ,崇达转2,2024/10/29,107.8030,113.8000,113.8010,111.7360,112.0160,4.2130,3.90805450683190634800,53,0.261369863014,1.85753424657534246575,1.60691329810027139000,-0.1047,106.83644496199,5.179555038010008,4.848116239596681,16.820,5.9453032104637337,54.6373365041617122,57.3786634958382878,105.0173144722524500,28.4172,1.4191,-57.3786634958382878,51.14110313535839,6.0000,2020/09/07,0.3000,深交所,可转债,AA,13.997713
123218.SZ,宏昌转债,2024/10/29,121.9000,122.1000,133.4980,120.0030,125.8770,3.9770,3.26251025430680886000,81,0.110958904110,4.78082191780821917808,0.39721315252190630500,-0.8740,91.490994027458,34.386005972541994,37.584033639663126,19.640,5.0916496945010183,127.1384928716904277,-1.2614928716904277,-0.99221946335602723400,45.6011,2.6676,1.2614928716904277,138.96285008504117,6.0000,2023/08/10,0.3000,深交所,可转债,A+,3.749956
123018.SZ,溢利转债,2024/10/29,250.8000,251.9630,266.6580,251.0000,257.3950,6.5950,2.62958532695374800600,315,1.720547945205,0.14207650273224043716,3.88507935274577983300,-403.0514,109.58394831977,147.81105168022998,134.88385292425482,7.990,12.5156445556946183,95.3692115143929912,162.0257884856070088,169.8931824146981600,65.4418,1.4251,-162.0257884856070088,87.02844985663603,6.0000,2018/12/20,0.4000,深交所,可转债,AA-,0.541222
127101.SZ,豪鹏转债,2024/10/29,115.0010,115.1110,124.9690,115.1110,117.9880,2.9870,2.59736871853288232300,313,0.256438356164,5.14754098360655737705,0.25426314540461741900,-0.1326,96.389388628499,21.598611371500994,22.407665074778816,50.230,1.9908421262193908,95.3215210033844316,22.6664789966155684,23.77897326649958230800,38.0420,1.7335,-22.6664789966155684,98.89213155067274,6.0000,2023/12/22,0.3000,深交所,可转债,AA-,10.99984
128101.SZ,联创转债,2024/10/29,116.0940,119.0010,121.0720,118.2030,119.0710,2.9770,2.56430134201595259000,228,1.124383561644,1.37808219178082191781,1.51170310151086326600,-4.5197,107.06671099095,12.004289009049998,11.211971394231659,13.690,7.3046018991964938,67.2753834915997078,51.7956165084002922,76.99044408251900112800,-159.8304,3.6640,-51.7956165084002922,62.835014608122485,6.0000,2020/03/16,0.3000,深交所,可转债,AA-,2.986355
123223.SZ,九典转02,2024/10/29,158.8820,160.0000,168.9130,160.0000,162.6420,3.7600,2.36653617149834468300,45,0.061643835616,4.87945205479452054795,0.30742366670355750700,-6.3872,89.177426060406,73.46457393959399,82.38023587923628,15.330,6.5231572080887149,162.6875407697325506,-0.0455407697325506,-0.02799278267842825600,20.3643,5.2845,0.0455407697325506,182.43130347755618,6.0000,2023/09/15,0.3000,深交所,可转债,A+,2.664842
