代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型,债券最新评级,债券余额
110055.SH,伊力转债,2024/09/26,114.4290,114.4800,134.9990,113.9130,131.3330,16.9040,14.77247900444817310300,196,1.073972602740,0.46575342465753424658,null,-34.8756,108.94570514015,22.38729485985,20.5490384692545,15.200,6.5789473684210526,106.3815789473684211,24.9514210526315789,23.45464440321583173200,19.2909,1.9218,-24.9514210526315789,97.64641828745518,6.0000,2019/03/14,0.5000,上交所,可转债,AA,2.42731
113615.SH,金诚转债,2024/09/26,371.4240,366.0000,402.8860,362.2610,399.6520,28.2280,7.59993969156543465200,279,1.142465753425,2.24043715846994535519,0.37532653408465364900,-42.9816,109.7984656993,289.8535343007,263.98687126877394,12.230,8.1766148814390842,385.0367947669664759,14.6152052330335241,3.79579443618602675200,23.7353,3.6981,-14.6152052330335241,350.67593368877215,6.0000,2020/12/23,0.4000,上交所,可转债,AA,4.96185
123238.SZ,卡倍转02,2024/09/26,161.1260,160.5990,176.9700,160.3340,172.7800,11.6540,7.23284882638432034600,260,0.141917808219,5.29234972677595628415,0.11575413821044102300,-6.7650,90.521714129887,82.258285870113,90.87133033305463,29.240,3.4199726402188782,156.3269493844049248,16.4530506155950752,10.52476919711222924400,31.4161,4.5813,-16.4530506155950752,172.69552492134196,6.0000,2024/01/11,0.2000,深交所,可转债,A+,5.286629
123216.SZ,科顺转债,2024/09/26,84.7010,84.6970,90.5500,83.8880,89.9990,5.2980,6.25494386134756378300,54,0.073972602740,4.85479452054794520548,0.55556172846364959600,6.1843,106.70245923928,-16.703459239280008,-15.65424017249925,7.000,14.2857142857142857,69.1428571428571429,20.8561428571428571,30.16384297520661149000,29.3511,1.0972,-20.8561428571428571,64.79968468937014,6.0000,2023/08/04,0.3000,深交所,可转债,AA,21.978692
128106.SZ,华统转债,2024/09/26,132.5000,132.3990,141.5300,131.5820,140.6000,8.1000,6.11320754716981132100,170,0.838356164384,1.53698630136986301370,1.28022759601706970100,-14.9961,106.26010158083,34.33989841917,32.316831913668274,8.820,11.3378684807256236,129.8185941043083900,10.7814058956916100,8.30497816593886464800,-29.7700,3.5776,-10.7814058956916100,122.17059100546588,6.0000,2020/04/10,0.3000,深交所,可转债,AA,2.422125
123188.SZ,水羊转债,2024/09/26,108.9030,109.0000,115.4300,108.0170,115.4300,6.5270,5.99340697685095911000,176,0.289315068493,4.52054794520547945205,0.51979554708481330700,1.0910,95.659277540384,19.77072245961601,20.6678567599149,13.540,7.3855243722304284,83.7518463810930576,31.6781536189069424,37.82382716049382717200,20.8125,2.1461,-31.6781536189069424,87.55224640467932,6.0000,2023/04/04,0.4000,深交所,可转债,A+,6.948953
123211.SZ,阳谷转债,2024/09/26,103.2640,103.2050,109.2000,102.6740,109.2000,5.9360,5.74837310195227765700,62,0.084931506849,4.83287671232876712329,0.45787545787545787500,2.0064,102.66034400805,6.539655991949999,6.370187101104199,9.620,10.3950103950103950,81.9126819126819127,27.2873180873180873,33.31269035532994920900,11.6096,1.0574,-27.2873180873180873,79.78999359894881,6.0000,2023/07/27,0.3000,深交所,可转债,AA-,6.499856
113066.SH,平煤转债,2024/09/26,129.5870,129.5000,137.0310,128.1990,136.7000,7.1130,5.48897651770625139900,195,0.213698630137,4.46849315068493150685,0.29261155815654718400,-4.6225,101.07783356929,35.622166430709996,35.2423129511285,8.080,12.3762376237623762,120.7920792079207921,15.9079207920792079,13.16967213114754096400,8.6733,1.0187,-15.9079207920792079,119.50402471291241,6.0000,2023/03/16,0.2000,上交所,可转债,AAA,14.27646
127084.SZ,柳工转2,2024/09/26,143.3000,143.5600,154.5000,142.1030,151.0010,7.7010,5.37404047452896022300,184,0.201643835616,4.49863013698630136986,0.26489890795425195900,-5.5725,106.68508757585,44.31591242415,41.538994278504646,7.570,13.2100396301188904,150.8586525759577279,0.1423474240422721,0.09435814360770576200,11.4893,1.3117,-0.1423474240422721,141.40556661089266,6.0000,2023/03/27,0.2000,深交所,可转债,AAA,27.730587
128101.SZ,联创转债,2024/09/26,105.4500,105.3000,117.6990,105.3000,111.0030,5.5530,5.26600284495021337100,195,0.961643835616,1.46849315068493150685,1.62157779519472446700,0.4938,107.34005839636,3.662941603639993,3.4124647017745673,13.690,7.3046018991964938,55.5880204528853178,55.4149795471146822,99.68870827858081453900,-62.5606,3.0465,-55.4149795471146822,51.786836418164604,6.0000,2020/03/16,0.3000,深交所,可转债,AA-,2.986595
110092.SH,三房转债,2024/09/26,56.8880,56.7700,61.8260,56.6500,59.6000,2.7120,4.76726198846856982100,265,0.361643835616,4.27868852459016393443,0.83892617449664429500,17.0046,100.15602999323,-40.556029993230005,-40.49284900367094,3.020,33.1125827814569536,50.3311258278145695,9.2688741721854305,18.41578947368421061200,-20.8644,1.0348,-9.2688741721854305,50.25271651763421,6.0000,2023/01/06,0.3000,上交所,可转债,AA-,24.99953
127049.SZ,希望转2,2024/09/26,89.6500,89.4680,94.0780,89.2500,93.8650,4.2150,4.70161740100390407100,330,0.721095890411,3.10109289617486338798,0.85228786022479092300,5.5453,103.92979640652,-10.064796406520003,-9.684226039615904,10.600,9.4339622641509434,86.0377358490566038,7.8272641509433962,9.09747807017543856300,-17.0260,2.0683,-7.8272641509433962,82.78447454329762,6.0000,2021/11/02,0.2000,深交所,可转债,AAA,81.435423
111005.SH,富春转债,2024/09/26,100.1060,100.3600,105.6490,99.3060,104.7700,4.6640,4.65906139492138333400,96,0.263013698630,3.73972602739726027397,0.95447169991409754700,1.9838,100.20302254808,4.566977451919996,4.557724244025316,15.700,6.3694267515923567,76.6242038216560510,28.1457961783439490,36.73225270157938479200,10.7816,1.0197,-28.1457961783439490,76.46895460153388,6.0000,2022/06/23,0.3000,上交所,可转债,AA-,5.29814
123194.SZ,百洋转债,2024/09/26,111.6450,111.4500,116.8300,111.2760,116.8300,5.1850,4.64418469255228626400,166,0.227397260274,4.54794520547945205479,0.42797226739707267000,0.2235,101.9555698941,14.874430105900004,14.589129481939919,26.120,3.8284839203675345,90.4287901990811639,26.4012098009188361,29.19558001693480095800,16.8367,4.8960,-26.4012098009188361,88.69431095624148,6.0000,2023/04/14,0.3000,深交所,可转债,AA-,8.461962
123223.SZ,九典转02,2024/09/26,138.3570,137.8570,144.6800,135.8540,144.6800,6.3230,4.57006150754931084100,12,0.016438356164,4.96986301369863013699,0.34559026817804810600,-4.0036,91.12428975931,53.555710240690004,58.77215655907849,15.330,6.5231572080887149,130.9197651663405088,13.7602348336594912,10.51043348281016443000,17.1833,4.6612,-13.7602348336594912,143.67164398443467,6.0000,2023/09/15,0.3000,深交所,可转债,A+,3.060841
123107.SZ,温氏转债,2024/09/26,111.9300,111.9300,117.4450,111.6040,117.0290,5.0990,4.55552577503797016000,182,0.747945205479,2.50410958904109589041,1.28173358740141332500,-2.0183,105.8552917834,11.17370821659999,10.555644435295228,16.940,5.9031877213695396,102.5383707201889020,14.4906292798110980,14.13190903857225101500,43.5299,3.4414,-14.4906292798110980,96.86655148993576,6.0000,2021/03/26,0.2000,深交所,可转债,AAA,77.234942
