代码,名称,交易日期,前收盘价,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅(%),已计息天数,应计利息,剩余期限(年),当期收益率(%),纯债到期收益率(%),纯债价值,纯债溢价,纯债溢价率(%),转股价格,转股比例,转换价值,转股溢价,转股溢价率(%),转股市盈率,转股市净率,套利空间,平价/底价,期限(年),发行日期,票面利率/发行参考利率(%),交易市场,债券类型
113565.SH,宏辉转债,2020-11-30,120.94,133.03,139.66,130.92,138.69,17.75,14.67669918968083,279,0.304657534247,5.240437158469946,0.288413007426635,-3.0685,83.9018363,54.7881637,65.30031536389627,10.0,10.0,124.2,14.49,11.66666666666667,55.527,4.4104,-14.49,148.0301331616982,6,2020-02-26,0.4,上交所,可转债
113586.SH,上机转债,2020-11-30,227.21,246.0,247.97,235.11,244.91,17.7,7.790150081422473,175,0.239726027397,0.139344262295082,0.1258499767597036,-12.2066,99.36621692,145.54378308,146.472098456941,33.3,3.003003003003003,260.3903903903904,-15.48039039039039,-5.945069772805905,44.1456,10.0223,15.48039039039039,262.0512267263142,6,2020-06-09,0.5,上交所,可转债
113041.SH,紫金转债,2020-11-30,137.89,137.9,151.28,136.1,148.1,10.21,7.404452824715353,28,0.015342465753,0.5753424657534246,0.08768603220704253,-56.2976,97.89200005,50.20799995,51.28917574914744,7.01,14.26533523537803,132.5249643366619,15.57503566333809,11.75252960172228,38.6707,4.9178,-15.57503566333809,135.3787482827734,5,2020-11-03,0.2,上交所,可转债
123057.SZ,美联转债,2020-11-30,119.6,120.987,135.476,120.65,125.9,6.3,5.267558528428094,153,0.167671232877,2.367123287671233,0.3177124702144559,-1.1472,86.96178959,38.93821041,44.77622941476083,9.91,10.09081735620585,119.8789101917255,6.02108980827447,5.022643097643098,61.2756,7.2851,-6.02108980827447,137.852395583072,6,2020-07-01,0.4,深交所,可转债
128065.SZ,雅化转债,2020-11-30,176.0,179.0,187.5,175.0,184.75,8.75,4.971590909090909,229,0.376438356164,0.252054794520548,0.284723895675383,-11.2026,99.39531574,85.35468426,85.87395052224822,8.95,11.1731843575419,184.804469273743,-0.0544692737430168,-0.02947400241837971,61.2361,5.4602,0.0544692737430168,185.9287511668636,6,2019-04-16,0.4,深交所,可转债
128110.SZ,永兴转债,2020-11-30,157.999,160.0,171.6,157.77,165.0,7.001,4.431040702789258,175,0.143835616438,0.23224043715847,0.1290161892901637,-6.7047,99.12654555,65.87345445,66.45389898790839,17.06,5.861664712778429,170.2813599062134,-5.281359906213365,-3.101549053356282,31.3015,3.0411,5.281359906213365,171.7817956445607,6,2020-06-09,0.3,深交所,可转债
113016.SH,小康转债,2020-11-30,116.75,118.0,129.7,118.0,121.15,4.4,3.768736616702356,25,0.102739726027,2.56986301369863,1.238134543953776,-3.4972,89.10327449,32.04672551,35.96582246098777,15.7,6.369426751592357,121.0191082802548,0.1308917197452229,0.1081578947368421,-33.2889,4.0038,-0.1308917197452229,135.8189235725974,6,2017-11-06,0.3,上交所,可转债
113593.SH,沪工转债,2020-11-30,121.44,121.71,129.87,121.71,125.67,4.23,3.483201581027668,134,0.146849315068,5.635616438356164,0.3182939444577067,-0.5949,74.92413337,50.74586663,67.72966779528863,21.32,4.690431519699812,127.2514071294559,-1.58140712945591,-1.242742351640251,119.5483,6.9954,1.58140712945591,169.8403457014933,6,2020-07-20,0.4,上交所,可转债
113548.SH,石英转债,2020-11-30,138.09,138.88,147.21,138.88,142.58,4.49,3.251502643203708,34,0.065205479452,1.706849315068493,0.4909524477486323,-2.7963,90.78418493,51.79581507,57.05378652673662,15.1,6.622516556291391,135.7615894039735,6.818410596026491,5.022341463414635,36.4499,3.8384,-6.818410596026491,149.5432156037462,6,2019-10-28,0.4,上交所,可转债
123043.SZ,正元转债,2020-11-30,146.2,146.56,153.001,144.52,150.4,4.2,2.872777017783858,271,0.371232876712,1.218579234972678,0.3324468085106383,-4.0771,90.98194974,59.41805026,65.30751476507102,15.41,6.489292667099286,100.9733939000649,49.42660609993511,48.95012853470437,-949.3508,3.2273,-49.42660609993511,110.9817872540845,6,2020-03-05,0.5,深交所,可转债
